Agg_Type,Date,Country,Brand,Product,Coverage,Industry_Coverage,SOV,COV_increase,SOV_increase
Quarter,2021-10-01,Australia,S,SMP:high-end,368,1677,0.219439,0.0,0.0
Quarter,2021-10-01,Australia,S,SMP:low-end,108,494,0.218623,0.0,0.0
Quarter,2021-10-01,Australia,S,SMP:mid-end,181,755,0.239735,0.0,0.0
Quarter,2021-10-01,Australia,X,SMP,178,2198,0.080983,0.0,0.0
Quarter,2021-10-01,Australia,X,SMP:high-end,133,1677,0.079308,0.0,0.0
Quarter,2021-10-01,Australia,X,SMP:low-end,49,494,0.099190,0.0,0.0
Quarter,2021-10-01,Australia,X,SMP:mid-end,52,755,0.068874,0.0,0.0
Quarter,2021-10-01,Brazil,A,SMP,1919,4569,0.420004,0.0,0.0
Quarter,2021-10-01,Brazil,A,SMP:high-end,1440,3386,0.425281,0.0,0.0
Quarter,2021-10-01,Brazil,A,SMP:low-end,497,1179,0.421544,0.0,0.0
Quarter,2021-10-01,Brazil,A,SMP:mid-end,695,1645,0.422492,0.0,0.0
Quarter,2021-10-01,Brazil,G,SMP,751,4569,0.164369,0.0,0.0
Quarter,2021-10-01,Brazil,G,SMP:high-end,556,3386,0.164206,0.0,0.0
Quarter,2021-10-01,Brazil,G,SMP:low-end,211,1179,0.178965,0.0,0.0
Quarter,2021-10-01,Brazil,G,SMP:mid-end,255,1645,0.155015,0.0,0.0
Quarter,2021-10-01,Brazil,H,SMP,278,4569,0.060845,0.0,0.0
Quarter,2021-10-01,Brazil,H,SMP:high-end,203,3386,0.059953,0.0,0.0
Quarter,2021-10-01,Brazil,H,SMP:low-end,67,1179,0.056828,0.0,0.0
Quarter,2021-10-01,Brazil,H,SMP:mid-end,103,1645,0.062614,0.0,0.0
Quarter,2021-10-01,Brazil,O,SMP,246,4569,0.053841,0.0,0.0
Quarter,2021-10-01,Brazil,O,SMP:high-end,176,3386,0.051979,0.0,0.0
Quarter,2021-10-01,Brazil,O,SMP:low-end,56,1179,0.047498,0.0,0.0
Quarter,2021-10-01,Brazil,O,SMP:mid-end,95,1645,0.057751,0.0,0.0
Quarter,2021-10-01,Brazil,S,SMP,1069,4569,0.233968,0.0,0.0
Quarter,2021-10-01,Brazil,S,SMP:high-end,784,3386,0.231542,0.0,0.0
Quarter,2021-10-01,Brazil,S,SMP:low-end,261,1179,0.221374,0.0,0.0
Quarter,2021-10-01,Brazil,S,SMP:mid-end,386,1645,0.234650,0.0,0.0
Quarter,2021-10-01,Brazil,X,SMP,306,4569,0.066973,0.0,0.0
Quarter,2021-10-01,Brazil,X,SMP:high-end,227,3386,0.067041,0.0,0.0
Quarter,2021-10-01,Brazil,X,SMP:low-end,87,1179,0.073791,0.0,0.0
Quarter,2021-10-01,Brazil,X,SMP:mid-end,111,1645,0.067477,0.0,0.0
Quarter,2021-10-01,Canada,A,SMP,1822,4429,0.411380,0.0,0.0
Quarter,2021-10-01,Canada,A,SMP:high-end,1406,3394,0.414260,0.0,0.0
Quarter,2021-10-01,Canada,A,SMP:low-end,452,1107,0.408311,0.0,0.0
Quarter,2021-10-01,Canada,A,SMP:mid-end,638,1550,0.411613,0.0,0.0
Quarter,2021-10-01,Canada,G,SMP,753,4429,0.170016,0.0,0.0
Quarter,2021-10-01,Canada,G,SMP:high-end,582,3394,0.171479,0.0,0.0
Quarter,2021-10-01,Canada,G,SMP:low-end,180,1107,0.162602,0.0,0.0
Quarter,2021-10-01,Canada,G,SMP:mid-end,273,1550,0.176129,0.0,0.0
Quarter,2021-10-01,Canada,H,SMP,269,4429,0.060736,0.0,0.0
Quarter,2021-10-01,Canada,H,SMP:high-end,218,3394,0.064231,0.0,0.0
Quarter,2021-10-01,Canada,H,SMP:low-end,68,1107,0.061427,0.0,0.0
Quarter,2021-10-01,Canada,H,SMP:mid-end,93,1550,0.060000,0.0,0.0
Quarter,2021-10-01,Canada,O,SMP,251,4429,0.056672,0.0,0.0
Quarter,2021-10-01,Canada,O,SMP:high-end,191,3394,0.056276,0.0,0.0
Quarter,2021-10-01,Canada,O,SMP:low-end,66,1107,0.059621,0.0,0.0
Quarter,2021-10-01,Canada,O,SMP:mid-end,80,1550,0.051613,0.0,0.0
Quarter,2021-10-01,Canada,S,SMP,1000,4429,0.225785,0.0,0.0
Quarter,2021-10-01,Canada,S,SMP:high-end,758,3394,0.223335,0.0,0.0
Quarter,2021-10-01,Canada,S,SMP:low-end,248,1107,0.224029,0.0,0.0
Quarter,2021-10-01,Canada,S,SMP:mid-end,350,1550,0.225806,0.0,0.0
Quarter,2021-10-01,Canada,X,SMP,334,4429,0.075412,0.0,0.0
Quarter,2021-10-01,Canada,X,SMP:high-end,239,3394,0.070418,0.0,0.0
Quarter,2021-10-01,Canada,X,SMP:low-end,93,1107,0.084011,0.0,0.0
Quarter,2021-10-01,Canada,X,SMP:mid-end,116,1550,0.074839,0.0,0.0
Quarter,2021-10-01,China,A,SMP,2512,8827,0.284581,0.0,0.0
Quarter,2021-10-01,China,A,SMP:high-end,1899,6633,0.286296,0.0,0.0
Quarter,2021-10-01,China,A,SMP:low-end,642,2217,0.289581,0.0,0.0
Quarter,2021-10-01,China,A,SMP:mid-end,862,3063,0.281423,0.0,0.0
Quarter,2021-10-01,China,G,SMP,824,8827,0.093350,0.0,0.0
Quarter,2021-10-01,China,G,SMP:high-end,607,6633,0.091512,0.0,0.0
Quarter,2021-10-01,China,G,SMP:low-end,198,2217,0.089310,0.0,0.0
Quarter,2021-10-01,China,G,SMP:mid-end,289,3063,0.094352,0.0,0.0
Quarter,2021-10-01,China,H,SMP,1640,8827,0.185794,0.0,0.0
Quarter,2021-10-01,China,H,SMP:high-end,1220,6633,0.183929,0.0,0.0
Quarter,2021-10-01,China,H,SMP:low-end,395,2217,0.178169,0.0,0.0
Quarter,2021-10-01,China,H,SMP:mid-end,596,3063,0.194580,0.0,0.0
Quarter,2021-10-01,China,O,SMP,1437,8827,0.162796,0.0,0.0
Quarter,2021-10-01,China,O,SMP:high-end,1098,6633,0.165536,0.0,0.0
Quarter,2021-10-01,China,O,SMP:low-end,367,2217,0.165539,0.0,0.0
Quarter,2021-10-01,China,O,SMP:mid-end,489,3063,0.159647,0.0,0.0
Quarter,2021-10-01,China,S,SMP,873,8827,0.098901,0.0,0.0
Quarter,2021-10-01,China,S,SMP:high-end,646,6633,0.097392,0.0,0.0
Quarter,2021-10-01,China,S,SMP:low-end,225,2217,0.101488,0.0,0.0
Quarter,2021-10-01,China,S,SMP:mid-end,296,3063,0.096637,0.0,0.0
Quarter,2021-10-01,China,X,SMP,1541,8827,0.174578,0.0,0.0
Quarter,2021-10-01,China,X,SMP:high-end,1163,6633,0.175335,0.0,0.0
Quarter,2021-10-01,China,X,SMP:low-end,390,2217,0.175913,0.0,0.0
Quarter,2021-10-01,China,X,SMP:mid-end,531,3063,0.173359,0.0,0.0
Quarter,2021-10-01,France,A,SMP,2831,6810,0.415712,0.0,0.0
Quarter,2021-10-01,France,A,SMP:high-end,2162,5185,0.416972,0.0,0.0
Quarter,2021-10-01,France,A,SMP:low-end,682,1631,0.418148,0.0,0.0
Quarter,2021-10-01,France,A,SMP:mid-end,991,2368,0.418497,0.0,0.0
Quarter,2021-10-01,France,G,SMP,1120,6810,0.164464,0.0,0.0
Quarter,2021-10-01,France,G,SMP:high-end,848,5185,0.163549,0.0,0.0
Quarter,2021-10-01,France,G,SMP:low-end,268,1631,0.164316,0.0,0.0
Quarter,2021-10-01,France,G,SMP:mid-end,381,2368,0.160895,0.0,0.0
Quarter,2021-10-01,France,H,SMP,423,6810,0.062115,0.0,0.0
Quarter,2021-10-01,France,H,SMP:high-end,327,5185,0.063067,0.0,0.0
Quarter,2021-10-01,France,H,SMP:low-end,100,1631,0.061312,0.0,0.0
Quarter,2021-10-01,France,H,SMP:mid-end,138,2368,0.058277,0.0,0.0
Quarter,2021-10-01,France,O,SMP,363,6810,0.053304,0.0,0.0
Quarter,2021-10-01,France,O,SMP:high-end,270,5185,0.052073,0.0,0.0
Quarter,2021-10-01,France,O,SMP:low-end,93,1631,0.057020,0.0,0.0
Quarter,2021-10-01,France,O,SMP:mid-end,135,2368,0.057010,0.0,0.0
Quarter,2021-10-01,France,S,SMP,1563,6810,0.229515,0.0,0.0
Quarter,2021-10-01,France,S,SMP:high-end,1200,5185,0.231437,0.0,0.0
Quarter,2021-10-01,France,S,SMP:low-end,371,1631,0.227468,0.0,0.0
Quarter,2021-10-01,France,S,SMP:mid-end,541,2368,0.228463,0.0,0.0
Quarter,2021-10-01,France,X,SMP,510,6810,0.074890,0.0,0.0
Quarter,2021-10-01,France,X,SMP:high-end,378,5185,0.072903,0.0,0.0
Quarter,2021-10-01,France,X,SMP:low-end,117,1631,0.071735,0.0,0.0
Quarter,2021-10-01,France,X,SMP:mid-end,182,2368,0.076858,0.0,0.0
Quarter,2021-10-01,Germany,A,SMP,2820,6818,0.413611,0.0,0.0
Quarter,2021-10-01,Germany,A,SMP:high-end,2110,5140,0.410506,0.0,0.0
Quarter,2021-10-01,Germany,A,SMP:low-end,712,1711,0.416131,0.0,0.0
Quarter,2021-10-01,Germany,A,SMP:mid-end,1048,2446,0.428455,0.0,0.0
Quarter,2021-10-01,Germany,G,SMP,1181,6818,0.173218,0.0,0.0
Quarter,2021-10-01,Germany,G,SMP:high-end,904,5140,0.175875,0.0,0.0
Quarter,2021-10-01,Germany,G,SMP:low-end,287,1711,0.167738,0.0,0.0
Quarter,2021-10-01,Germany,G,SMP:mid-end,410,2446,0.167621,0.0,0.0
Quarter,2021-10-01,Germany,H,SMP,421,6818,0.061748,0.0,0.0
Quarter,2021-10-01,Germany,H,SMP:high-end,325,5140,0.063230,0.0,0.0
Quarter,2021-10-01,Germany,H,SMP:low-end,108,1711,0.063121,0.0,0.0
Quarter,2021-10-01,Germany,H,SMP:mid-end,130,2446,0.053148,0.0,0.0
Quarter,2021-10-01,Germany,O,SMP,344,6818,0.050455,0.0,0.0
Quarter,2021-10-01,Germany,O,SMP:high-end,253,5140,0.049222,0.0,0.0
Quarter,2021-10-01,Germany,O,SMP:low-end,91,1711,0.053185,0.0,0.0
Quarter,2021-10-01,Germany,O,SMP:mid-end,127,2446,0.051922,0.0,0.0
Quarter,2021-10-01,Germany,S,SMP,1562,6818,0.229099,0.0,0.0
Quarter,2021-10-01,Germany,S,SMP:high-end,1170,5140,0.227626,0.0,0.0
Quarter,2021-10-01,Germany,S,SMP:low-end,396,1711,0.231444,0.0,0.0
Quarter,2021-10-01,Germany,S,SMP:mid-end,565,2446,0.230989,0.0,0.0
Quarter,2021-10-01,Germany,X,SMP,490,6818,0.071869,0.0,0.0
Quarter,2021-10-01,Germany,X,SMP:high-end,378,5140,0.073541,0.0,0.0
Quarter,2021-10-01,Germany,X,SMP:low-end,117,1711,0.068381,0.0,0.0
Quarter,2021-10-01,Germany,X,SMP:mid-end,166,2446,0.067866,0.0,0.0
Quarter,2021-10-01,India,A,SMP,1834,4402,0.416629,0.0,0.0
Quarter,2021-10-01,India,A,SMP:high-end,1379,3354,0.411151,0.0,0.0
Quarter,2021-10-01,India,A,SMP:low-end,445,1028,0.432879,0.0,0.0
Quarter,2021-10-01,India,A,SMP:mid-end,670,1566,0.427842,0.0,0.0
Quarter,2021-10-01,India,G,SMP,726,4402,0.164925,0.0,0.0
Quarter,2021-10-01,India,G,SMP:high-end,548,3354,0.163387,0.0,0.0
Quarter,2021-10-01,India,G,SMP:low-end,174,1028,0.169261,0.0,0.0
Quarter,2021-10-01,India,G,SMP:mid-end,261,1566,0.166667,0.0,0.0
Quarter,2021-10-01,India,H,SMP,295,4402,0.067015,0.0,0.0
Quarter,2021-10-01,India,H,SMP:high-end,233,3354,0.069469,0.0,0.0
Quarter,2021-10-01,India,H,SMP:low-end,69,1028,0.067121,0.0,0.0
Quarter,2021-10-01,India,H,SMP:mid-end,102,1566,0.065134,0.0,0.0
Quarter,2021-10-01,India,O,SMP,222,4402,0.050432,0.0,0.0
Quarter,2021-10-01,India,O,SMP:high-end,166,3354,0.049493,0.0,0.0
Quarter,2021-10-01,India,O,SMP:low-end,46,1028,0.044747,0.0,0.0
Quarter,2021-10-01,India,O,SMP:mid-end,94,1566,0.060026,0.0,0.0
Quarter,2021-10-01,India,S,SMP,1023,4402,0.232394,0.0,0.0
Quarter,2021-10-01,India,S,SMP:high-end,805,3354,0.240012,0.0,0.0
Quarter,2021-10-01,India,S,SMP:low-end,223,1028,0.216926,0.0,0.0
Quarter,2021-10-01,India,S,SMP:mid-end,342,1566,0.218391,0.0,0.0
Quarter,2021-10-01,India,X,SMP,302,4402,0.068605,0.0,0.0
Quarter,2021-10-01,India,X,SMP:high-end,223,3354,0.066488,0.0,0.0
Quarter,2021-10-01,India,X,SMP:low-end,71,1028,0.069066,0.0,0.0
Quarter,2021-10-01,India,X,SMP:mid-end,97,1566,0.061941,0.0,0.0
Quarter,2021-10-01,Indonesia,A,SMP,567,1361,0.416605,0.0,0.0
Quarter,2021-10-01,Indonesia,A,SMP:high-end,416,994,0.418511,0.0,0.0
Quarter,2021-10-01,Indonesia,A,SMP:low-end,145,389,0.372751,0.0,0.0
Quarter,2021-10-01,Indonesia,A,SMP:mid-end,179,454,0.394273,0.0,0.0
Quarter,2021-10-01,Indonesia,G,SMP,226,1361,0.166054,0.0,0.0
Quarter,2021-10-01,Indonesia,G,SMP:high-end,168,994,0.169014,0.0,0.0
Quarter,2021-10-01,Indonesia,G,SMP:low-end,74,389,0.190231,0.0,0.0
Quarter,2021-10-01,Indonesia,G,SMP:mid-end,76,454,0.167401,0.0,0.0
Quarter,2021-10-01,Indonesia,H,SMP,81,1361,0.059515,0.0,0.0
Quarter,2021-10-01,Indonesia,H,SMP:high-end,61,994,0.061368,0.0,0.0
Quarter,2021-10-01,Indonesia,H,SMP:low-end,32,389,0.082262,0.0,0.0
Quarter,2021-10-01,Indonesia,H,SMP:mid-end,32,454,0.070485,0.0,0.0
Quarter,2021-10-01,Indonesia,O,SMP,74,1361,0.054372,0.0,0.0
Quarter,2021-10-01,Indonesia,O,SMP:high-end,46,994,0.046278,0.0,0.0
Quarter,2021-10-01,Indonesia,O,SMP:low-end,24,389,0.061697,0.0,0.0
Quarter,2021-10-01,Indonesia,O,SMP:mid-end,31,454,0.068282,0.0,0.0
Quarter,2021-10-01,Indonesia,S,SMP,314,1361,0.230713,0.0,0.0
Quarter,2021-10-01,Indonesia,S,SMP:high-end,230,994,0.231388,0.0,0.0
Quarter,2021-10-01,Indonesia,S,SMP:low-end,85,389,0.218509,0.0,0.0
Quarter,2021-10-01,Indonesia,S,SMP:mid-end,106,454,0.233480,0.0,0.0
Quarter,2021-10-01,Indonesia,X,SMP,99,1361,0.072741,0.0,0.0
Quarter,2021-10-01,Indonesia,X,SMP:high-end,73,994,0.073441,0.0,0.0
Quarter,2021-10-01,Indonesia,X,SMP:low-end,29,389,0.074550,0.0,0.0
Quarter,2021-10-01,Indonesia,X,SMP:mid-end,30,454,0.066079,0.0,0.0
Quarter,2021-10-01,Italy,A,SMP,1841,4456,0.413151,0.0,0.0
Quarter,2021-10-01,Italy,A,SMP:high-end,1370,3361,0.407617,0.0,0.0
Quarter,2021-10-01,Italy,A,SMP:low-end,459,1099,0.417652,0.0,0.0
Quarter,2021-10-01,Italy,A,SMP:mid-end,688,1631,0.421827,0.0,0.0
Quarter,2021-10-01,Italy,G,SMP,755,4456,0.169434,0.0,0.0
Quarter,2021-10-01,Italy,G,SMP:high-end,580,3361,0.172568,0.0,0.0
Quarter,2021-10-01,Italy,G,SMP:low-end,192,1099,0.174704,0.0,0.0
Quarter,2021-10-01,Italy,G,SMP:mid-end,272,1631,0.166769,0.0,0.0
Quarter,2021-10-01,Italy,H,SMP,319,4456,0.071589,0.0,0.0
Quarter,2021-10-01,Italy,H,SMP:high-end,242,3361,0.072002,0.0,0.0
Quarter,2021-10-01,Italy,H,SMP:low-end,76,1099,0.069154,0.0,0.0
Quarter,2021-10-01,Italy,H,SMP:mid-end,129,1631,0.079093,0.0,0.0
Quarter,2021-10-01,Italy,O,SMP,233,4456,0.052289,0.0,0.0
Quarter,2021-10-01,Italy,O,SMP:high-end,171,3361,0.050878,0.0,0.0
Quarter,2021-10-01,Italy,O,SMP:low-end,60,1099,0.054595,0.0,0.0
Quarter,2021-10-01,Italy,O,SMP:mid-end,88,1631,0.053955,0.0,0.0
Quarter,2021-10-01,Italy,S,SMP,987,4456,0.221499,0.0,0.0
Quarter,2021-10-01,Italy,S,SMP:high-end,755,3361,0.224636,0.0,0.0
Quarter,2021-10-01,Italy,S,SMP:low-end,245,1099,0.222930,0.0,0.0
Quarter,2021-10-01,Italy,S,SMP:mid-end,341,1631,0.209074,0.0,0.0
Quarter,2021-10-01,Italy,X,SMP,321,4456,0.072038,0.0,0.0
Quarter,2021-10-01,Italy,X,SMP:high-end,243,3361,0.072300,0.0,0.0
Quarter,2021-10-01,Italy,X,SMP:low-end,67,1099,0.060965,0.0,0.0
Quarter,2021-10-01,Italy,X,SMP:mid-end,113,1631,0.069283,0.0,0.0
Quarter,2021-10-01,Japan,A,SMP,2915,6902,0.422341,0.0,0.0
Quarter,2021-10-01,Japan,A,SMP:high-end,2196,5180,0.423938,0.0,0.0
Quarter,2021-10-01,Japan,A,SMP:low-end,750,1707,0.439367,0.0,0.0
Quarter,2021-10-01,Japan,A,SMP:mid-end,1019,2452,0.415579,0.0,0.0
Quarter,2021-10-01,Japan,G,SMP,1117,6902,0.161837,0.0,0.0
Quarter,2021-10-01,Japan,G,SMP:high-end,838,5180,0.161776,0.0,0.0
Quarter,2021-10-01,Japan,G,SMP:low-end,280,1707,0.164030,0.0,0.0
Quarter,2021-10-01,Japan,G,SMP:mid-end,408,2452,0.166395,0.0,0.0
Quarter,2021-10-01,Japan,H,SMP,429,6902,0.062156,0.0,0.0
Quarter,2021-10-01,Japan,H,SMP:high-end,310,5180,0.059846,0.0,0.0
Quarter,2021-10-01,Japan,H,SMP:low-end,105,1707,0.061511,0.0,0.0
Quarter,2021-10-01,Japan,H,SMP:mid-end,161,2452,0.065661,0.0,0.0
Quarter,2021-10-01,Japan,O,SMP,350,6902,0.050710,0.0,0.0
Quarter,2021-10-01,Japan,O,SMP:high-end,261,5180,0.050386,0.0,0.0
Quarter,2021-10-01,Japan,O,SMP:low-end,79,1707,0.046280,0.0,0.0
Quarter,2021-10-01,Japan,O,SMP:mid-end,121,2452,0.049347,0.0,0.0
Quarter,2021-10-01,Japan,S,SMP,1575,6902,0.228195,0.0,0.0
Quarter,2021-10-01,Japan,S,SMP:high-end,1189,5180,0.229537,0.0,0.0
Quarter,2021-10-01,Japan,S,SMP:low-end,376,1707,0.220269,0.0,0.0
Quarter,2021-10-01,Japan,S,SMP:mid-end,554,2452,0.225938,0.0,0.0
Quarter,2021-10-01,Japan,X,SMP,516,6902,0.074761,0.0,0.0
Quarter,2021-10-01,Japan,X,SMP:high-end,386,5180,0.074517,0.0,0.0
Quarter,2021-10-01,Japan,X,SMP:low-end,117,1707,0.068541,0.0,0.0
Quarter,2021-10-01,Japan,X,SMP:mid-end,189,2452,0.077080,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",A,SMP,2323,5948,0.390551,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",A,SMP:high-end,1783,4489,0.397193,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",A,SMP:low-end,547,1450,0.377241,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",A,SMP:mid-end,811,2113,0.383814,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",G,SMP,793,5948,0.133322,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",G,SMP:high-end,599,4489,0.133437,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",G,SMP:low-end,201,1450,0.138621,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",G,SMP:mid-end,300,2113,0.141978,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",H,SMP,159,5948,0.026732,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",H,SMP:high-end,127,4489,0.028291,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",H,SMP:low-end,37,1450,0.025517,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",H,SMP:mid-end,51,2113,0.024136,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",O,SMP,120,5948,0.020175,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",O,SMP:high-end,86,4489,0.019158,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",O,SMP:low-end,24,1450,0.016552,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",O,SMP:mid-end,46,2113,0.021770,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",S,SMP,2389,5948,0.401648,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",S,SMP:high-end,1772,4489,0.394743,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",S,SMP:low-end,598,1450,0.412414,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",S,SMP:mid-end,848,2113,0.401325,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",X,SMP,164,5948,0.027572,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",X,SMP:high-end,122,4489,0.027178,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",X,SMP:low-end,43,1450,0.029655,0.0,0.0
Quarter,2021-10-01,"Korea, Rep.",X,SMP:mid-end,57,2113,0.026976,0.0,0.0
Quarter,2021-10-01,Mexico,A,SMP,558,1363,0.409391,0.0,0.0
Quarter,2021-10-01,Mexico,A,SMP:high-end,421,1041,0.404419,0.0,0.0
Quarter,2021-10-01,Mexico,A,SMP:low-end,141,315,0.447619,0.0,0.0
Quarter,2021-10-01,Mexico,A,SMP:mid-end,198,480,0.412500,0.0,0.0
Quarter,2021-10-01,Mexico,G,SMP,232,1363,0.170213,0.0,0.0
Quarter,2021-10-01,Mexico,G,SMP:high-end,172,1041,0.165226,0.0,0.0
Quarter,2021-10-01,Mexico,G,SMP:low-end,51,315,0.161905,0.0,0.0
Quarter,2021-10-01,Mexico,G,SMP:mid-end,89,480,0.185417,0.0,0.0
Quarter,2021-10-01,Mexico,H,SMP,99,1363,0.072634,0.0,0.0
Quarter,2021-10-01,Mexico,H,SMP:high-end,81,1041,0.077810,0.0,0.0
Quarter,2021-10-01,Mexico,H,SMP:low-end,16,315,0.050794,0.0,0.0
Quarter,2021-10-01,Mexico,H,SMP:mid-end,33,480,0.068750,0.0,0.0
Quarter,2021-10-01,Mexico,O,SMP,70,1363,0.051357,0.0,0.0
Quarter,2021-10-01,Mexico,O,SMP:high-end,55,1041,0.052834,0.0,0.0
Quarter,2021-10-01,Mexico,O,SMP:low-end,20,315,0.063492,0.0,0.0
Quarter,2021-10-01,Mexico,O,SMP:mid-end,22,480,0.045833,0.0,0.0
Quarter,2021-10-01,Mexico,S,SMP,323,1363,0.236977,0.0,0.0
Quarter,2021-10-01,Mexico,S,SMP:high-end,250,1041,0.240154,0.0,0.0
Quarter,2021-10-01,Mexico,S,SMP:low-end,70,315,0.222222,0.0,0.0
Quarter,2021-10-01,Mexico,S,SMP:mid-end,112,480,0.233333,0.0,0.0
Quarter,2021-10-01,Mexico,X,SMP,81,1363,0.059428,0.0,0.0
Quarter,2021-10-01,Mexico,X,SMP:high-end,62,1041,0.059558,0.0,0.0
Quarter,2021-10-01,Mexico,X,SMP:low-end,17,315,0.053968,0.0,0.0
Quarter,2021-10-01,Mexico,X,SMP:mid-end,26,480,0.054167,0.0,0.0
Quarter,2021-10-01,Spain,A,SMP,1869,4440,0.420946,0.0,0.0
Quarter,2021-10-01,Spain,A,SMP:high-end,1432,3364,0.425684,0.0,0.0
Quarter,2021-10-01,Spain,A,SMP:low-end,457,1094,0.417733,0.0,0.0
Quarter,2021-10-01,Spain,A,SMP:mid-end,657,1596,0.411654,0.0,0.0
Quarter,2021-10-01,Spain,G,SMP,746,4440,0.168018,0.0,0.0
Quarter,2021-10-01,Spain,G,SMP:high-end,554,3364,0.164685,0.0,0.0
Quarter,2021-10-01,Spain,G,SMP:low-end,193,1094,0.176417,0.0,0.0
Quarter,2021-10-01,Spain,G,SMP:mid-end,283,1596,0.177318,0.0,0.0
Quarter,2021-10-01,Spain,H,SMP,266,4440,0.059910,0.0,0.0
Quarter,2021-10-01,Spain,H,SMP:high-end,200,3364,0.059453,0.0,0.0
Quarter,2021-10-01,Spain,H,SMP:low-end,67,1094,0.061243,0.0,0.0
Quarter,2021-10-01,Spain,H,SMP:mid-end,94,1596,0.058897,0.0,0.0
Quarter,2021-10-01,Spain,O,SMP,251,4440,0.056532,0.0,0.0
Quarter,2021-10-01,Spain,O,SMP:high-end,189,3364,0.056183,0.0,0.0
Quarter,2021-10-01,Spain,O,SMP:low-end,62,1094,0.056673,0.0,0.0
Quarter,2021-10-01,Spain,O,SMP:mid-end,91,1596,0.057018,0.0,0.0
Quarter,2021-10-01,Spain,S,SMP,1000,4440,0.225225,0.0,0.0
Quarter,2021-10-01,Spain,S,SMP:high-end,758,3364,0.225327,0.0,0.0
Quarter,2021-10-01,Spain,S,SMP:low-end,248,1094,0.226691,0.0,0.0
Quarter,2021-10-01,Spain,S,SMP:mid-end,350,1596,0.219298,0.0,0.0
Quarter,2021-10-01,Spain,X,SMP,308,4440,0.069369,0.0,0.0
Quarter,2021-10-01,Spain,X,SMP:high-end,231,3364,0.068668,0.0,0.0
Quarter,2021-10-01,Spain,X,SMP:low-end,67,1094,0.061243,0.0,0.0
Quarter,2021-10-01,Spain,X,SMP:mid-end,121,1596,0.075815,0.0,0.0
Quarter,2021-10-01,United Kingdom,A,SMP,2532,6142,0.412244,0.0,0.0
Quarter,2021-10-01,United Kingdom,A,SMP:high-end,1947,4680,0.416026,0.0,0.0
Quarter,2021-10-01,United Kingdom,A,SMP:low-end,623,1494,0.417001,0.0,0.0
Quarter,2021-10-01,United Kingdom,A,SMP:mid-end,896,2176,0.411765,0.0,0.0
Quarter,2021-10-01,United Kingdom,G,SMP,1001,6142,0.162976,0.0,0.0
Quarter,2021-10-01,United Kingdom,G,SMP:high-end,770,4680,0.164530,0.0,0.0
Quarter,2021-10-01,United Kingdom,G,SMP:low-end,258,1494,0.172691,0.0,0.0
Quarter,2021-10-01,United Kingdom,G,SMP:mid-end,353,2176,0.162224,0.0,0.0
Quarter,2021-10-01,United Kingdom,H,SMP,379,6142,0.061706,0.0,0.0
Quarter,2021-10-01,United Kingdom,H,SMP:high-end,271,4680,0.057906,0.0,0.0
Quarter,2021-10-01,United Kingdom,H,SMP:low-end,99,1494,0.066265,0.0,0.0
Quarter,2021-10-01,United Kingdom,H,SMP:mid-end,145,2176,0.066636,0.0,0.0
Quarter,2021-10-01,United Kingdom,O,SMP,348,6142,0.056659,0.0,0.0
Quarter,2021-10-01,United Kingdom,O,SMP:high-end,279,4680,0.059615,0.0,0.0
Quarter,2021-10-01,United Kingdom,O,SMP:low-end,75,1494,0.050201,0.0,0.0
Quarter,2021-10-01,United Kingdom,O,SMP:mid-end,105,2176,0.048254,0.0,0.0
Quarter,2021-10-01,United Kingdom,S,SMP,1473,6142,0.239824,0.0,0.0
Quarter,2021-10-01,United Kingdom,S,SMP:high-end,1122,4680,0.239744,0.0,0.0
Quarter,2021-10-01,United Kingdom,S,SMP:low-end,345,1494,0.230924,0.0,0.0
Quarter,2021-10-01,United Kingdom,S,SMP:mid-end,521,2176,0.239430,0.0,0.0
Quarter,2021-10-01,United Kingdom,X,SMP,409,6142,0.066591,0.0,0.0
Quarter,2021-10-01,United Kingdom,X,SMP:high-end,291,4680,0.062179,0.0,0.0
Quarter,2021-10-01,United Kingdom,X,SMP:low-end,94,1494,0.062918,0.0,0.0
